time	xaccel	yaccel	cumulative_time	xaccel_filtered_iir	yaccel_filtered_iir
1.340999889	-1.559530097	1.077627155	1.340999889	-1.314342982	1.490564329
1.360999889	-1.037269963	2.237275520	1.360999889	-1.155173084	2.115890411
1.380999889	-0.465831828	1.647495043	1.380999889	-0.638307083	1.466396137
1.400999889	-0.247272566	-0.253645631	1.400999889	-0.049098814	-0.302413028
1.420999889	0.333045714	-2.142175374	1.420999889	0.514638047	-2.045670128
1.440999889	1.204090439	-2.739999672	1.440999889	0.791006930	-2.524996678
1.460999889	0.465457624	-1.915917743	1.460999889	0.533560563	-1.736296350
1.480999889	-0.636364061	1.039104237	1.480999889	-0.173345672	-0.448477911
1.500999889	-0.563637047	-1.179070063	1.500999889	-1.033990714	0.872070646
1.520999889	-1.584337400	2.493439873	1.520999889	-1.625351623	1.665441653
1.540999889	-1.705455960	1.602753311	1.540999889	-1.462834084	1.104498359
1.560999889	-0.862011854	-0.309981174	1.560999889	-0.652465529	-0.355800687
1.580999889	0.292278878	-2.138560624	1.580999889	-0.202284550	-0.866390672
1.600999889	-0.961887730	0.963767959	1.600999889	-0.794070733	0.115602500
1.620999889	-1.597132128	1.419997462	1.620999889	-1.567112205	0.872986606
1.640999889	-1.232643512	-0.555209719	1.640999889	-1.150529524	0.111856022
1.660999889	0.079968931	-1.770975805	1.660999889	0.307094077	-1.394925262
1.680999889	1.946315375	-1.610007498	1.680999889	1.234195467	-2.452625873
1.700999889	0.282064084	-3.205948066	1.700999889	0.767252739	-2.857632816
1.720999889	-0.411218777	-2.921246452	1.720999889	-0.294764868	-2.776593364
1.740999889	-0.637749279	-2.047777528	1.740999889	-0.865329705	-2.182978265
1.760999889	-0.864279782	-1.174308604	1.760999889	-0.894694140	-1.212118820
1.780999889	-1.090810285	-0.300839680	1.780999889	-0.966060259	-0.235179071
1.800999889	-1.317340787	0.572629244	1.800999889	-1.318075618	0.573824921
