time	xaccel	yaccel	cumulative_time	xaccel_filtered_iir	yaccel_filtered_iir
1.440999889	1.204090439	-2.739999672	1.440999889	0.722681585	-2.488482388
1.460999889	0.465457624	-1.915917743	1.460999889	0.571296347	-1.889818833
1.480999889	-0.636364061	1.039104237	1.480999889	-0.092594479	-0.491912356
1.500999889	-0.563637047	-1.179070063	1.500999889	-1.051429695	1.014260332
1.520999889	-1.584337400	2.493439873	1.520999889	-1.700776568	1.702029105
1.540999889	-1.705455960	1.602753311	1.540999889	-1.470519763	0.994006744
1.560999889	-0.862011854	-0.309981174	1.560999889	-0.604848404	-0.362105673
1.580999889	0.292278878	-2.138560624	1.580999889	-0.179168647	-0.794634710
1.600999889	-0.961887730	0.963767959	1.600999889	-0.798705412	0.076184537
1.620999889	-1.597132128	1.419997462	1.620999889	-1.581064887	0.828172945
1.640999889	-1.232643512	-0.555209719	1.640999889	-1.185721571	0.188580603
1.660999889	0.079968931	-1.770975805	1.660999889	0.285840264	-1.360264192
1.680999889	1.946315375	-1.610007498	1.680999889	1.288869200	-2.538975428
1.700999889	0.282064084	-3.205948066	1.700999889	0.835142559	-2.890111075
1.720999889	-0.411218777	-2.921246452	1.720999889	-0.343985722	-2.708532648
1.740999889	-0.637749279	-2.047777528	1.740999889	-0.972135743	-2.153127633
1.760999889	-0.864279782	-1.174308604	1.760999889	-0.868179939	-1.246681882
1.780999889	-1.090810285	-0.300839680	1.780999889	-0.838890392	-0.261889840
1.800999889	-1.317340787	0.572629244	1.800999889	-1.314681911	0.570309152
